# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1235       1.207553922292e-10       3.213797533760e-12       6.421714871932e-13       1.199536462102e-14       2.470115799123e-15       2.143838226397e-16      -7.798157316311e-17 
 1236       1.201933434189e-10       3.238163123497e-12       6.083386181401e-13       1.198426190479e-14       2.462161417178e-15       2.182081631948e-16      -7.861445990617e-17 
 1237       1.196353259993e-10       3.262389223220e-12       5.725569861355e-13       1.197312735009e-14       2.454238492017e-15       2.220028977590e-16      -7.923538154990e-17 
 1238       1.190815199547e-10       3.286463927419e-12       5.348461315300e-13       1.196196370815e-14       2.446346858711e-15       2.257675775575e-16      -7.984481605598e-17 
 1239       1.185321063028e-10       3.310375258002e-12       4.952257650070e-13       1.195077374752e-14       2.438486349997e-15       2.295017517945e-16      -8.044324478408e-17 
 1240       1.179872670970e-10       3.334111164150e-12       4.537157679550e-13       1.193956025413e-14       2.430656796269e-15       2.332049676494e-16      -8.103115249890e-17 
 1241       1.174471854284e-10       3.357659522173e-12       4.103361928409e-13       1.192832603134e-14       2.422858025574e-15       2.368767702741e-16      -8.160902737727e-17 
 1242       1.169120454273e-10       3.381008135368e-12       3.651072635824e-13       1.191707389996e-14       2.415089863608e-15       2.405167027888e-16      -8.217736101521e-17 
 1243       1.163820322660e-10       3.404144733874e-12       3.180493759208e-13       1.190580669828e-14       2.407352133706e-15       2.441243062791e-16      -8.273664843501e-17 
 1244       1.158573321598e-10       3.427056974532e-12       2.691830977938e-13       1.189452728210e-14       2.399644656841e-15       2.476991197923e-16      -8.328738809228e-17 
 1245       1.153381323698e-10       3.449732440738e-12       2.185291697081e-13       1.188323852478e-14       2.391967251613e-15       2.512406803342e-16      -8.383008188308e-17 
 1246       1.148246212047e-10       3.472158642303e-12       1.661085051122e-13       1.187194331728e-14       2.384319734250e-15       2.547485228653e-16      -8.436523515092e-17 
 1247       1.143169880224e-10       3.494323015308e-12       1.119421907692e-13       1.186064456817e-14       2.376701918595e-15       2.582221802978e-16      -8.489335669388e-17 
 1248       1.138154232324e-10       3.516212921962e-12       5.605148712944e-14       1.184934520366e-14       2.369113616106e-15       2.616611834920e-16      -8.541495877168e-17 
 1249       1.133201182977e-10       3.537815650455e-12      -1.542171296861e-15       1.183804816769e-14       2.361554635845e-15       2.650650612527e-16      -8.593055711274e-17 
 1250       1.128312657365e-10       3.559118414823e-12      -6.081717556663e-14       1.182675642189e-14       2.354024784477e-15       2.684333403261e-16      -8.644067092125e-17 
 1251       1.123490343617e-10       3.580109679899e-12      -1.217493745335e-13       1.181547274352e-14       2.346523884709e-15       2.717659089815e-16      -8.694568587003e-17 
 1252       1.118734946759e-10       3.600783153440e-12      -1.843049420030e-13       1.180419911652e-14       2.339051830858e-15       2.750641124143e-16      -8.744544131254e-17 
 1253       1.114046926087e-10       3.621133840369e-12      -2.484474254843e-13       1.179293733340e-14       2.331608533919e-15       2.783296701367e-16      -8.793963826123e-17 
 1254       1.109426741999e-10       3.641156721863e-12      -3.141401054738e-13       1.178168919677e-14       2.324193903178e-15       2.815643135780e-16      -8.842797596079e-17 
 1255       1.104874856002e-10       3.660846755311e-12      -3.813459949007e-13       1.177045651931e-14       2.316807846202e-15       2.847697861088e-16      -8.891015188472e-17 
 1256       1.100391730709e-10       3.680198874271e-12      -4.500278385730e-13       1.175924112385e-14       2.309450268837e-15       2.879478430659e-16      -8.938586173190e-17 
 1257       1.095977829841e-10       3.699207988432e-12      -5.201481126233e-13       1.174804484335e-14       2.302121075204e-15       2.911002517761e-16      -8.985479942317e-17 
 1258       1.091633618229e-10       3.717868983568e-12      -5.916690239548e-13       1.173686952092e-14       2.294820167695e-15       2.942287915812e-16      -9.031665709790e-17 
 1259       1.087359561816e-10       3.736176721498e-12      -6.645525096873e-13       1.172571700986e-14       2.287547446966e-15       2.973352538621e-16      -9.077112511057e-17 
 1260       1.083156127653e-10       3.754126040044e-12      -7.387602366028e-13       1.171458917366e-14       2.280302811938e-15       3.004214420632e-16      -9.121789202735e-17 
 1261       1.079023783905e-10       3.771711752991e-12      -8.142536005915e-13       1.170348788602e-14       2.273086159786e-15       3.034891717170e-16      -9.165664462268e-17 
 1262       1.074962999847e-10       3.788928650043e-12      -8.909937260978e-13       1.169241503088e-14       2.265897385939e-15       3.065402704685e-16      -9.208706787581e-17 
 1263       1.070974245872e-10       3.805771496784e-12      -9.689414655662e-13       1.168137250243e-14       2.258736384075e-15       3.095765780997e-16      -9.250884496743e-17 
 1264       1.067057993484e-10       3.822235034633e-12      -1.048057398887e-12       1.167036220513e-14       2.251603046114e-15       3.125999465536e-16      -9.292165727620e-17 
 1265       1.063214715304e-10       3.838313980805e-12      -1.128301832842e-12       1.165938605372e-14       2.244497262219e-15       3.156122399594e-16      -9.332518437535e-17 
 1266       1.059444885069e-10       3.854003028267e-12      -1.209634800551e-12       1.164844597328e-14       2.237418920787e-15       3.186153346560e-16      -9.371910402925e-17 
 1267       1.055748977634e-10       3.869296845699e-12      -1.292016060918e-12       1.163754389917e-14       2.230367908445e-15       3.216111192174e-16      -9.410309218997e-17 
 1268       1.052127468970e-10       3.884190077451e-12      -1.375405098074e-12       1.162668177713e-14       2.223344110047e-15       3.246014944761e-16      -9.447682299389e-17 
 1269       1.048580836169e-10       3.898677343500e-12      -1.459761120830e-12       1.161586156325e-14       2.216347408671e-15       3.275883735486e-16      -9.483996875824e-17 
 1270       1.045109557441e-10       3.912753239411e-12      -1.545043062112e-12       1.160508522400e-14       2.209377685612e-15       3.305736818590e-16      -9.519219997770e-17 
 1271       1.041714112120e-10       3.926412336294e-12      -1.631209578420e-12       1.159435473628e-14       2.202434820378e-15       3.335593571637e-16      -9.553318532096e-17 
 1272       1.038394980658e-10       3.939649180761e-12      -1.718219049260e-12       1.158367208736e-14       2.195518690687e-15       3.365473495760e-16      -9.586259162730e-17 
 1273       1.035152644632e-10       3.952458294886e-12      -1.806029576603e-12       1.157303927499e-14       2.188629172462e-15       3.395396215903e-16      -9.618008390318e-17 
 1274       1.031987586741e-10       3.964834176163e-12      -1.894598984321e-12       1.156245830737e-14       2.181766139826e-15       3.425381481067e-16      -9.648532531878e-17 
 1275       1.028900290809e-10       3.976771297465e-12      -1.983884817637e-12       1.155193120316e-14       2.174929465099e-15       3.455449164552e-16      -9.677797720462e-17 
 1276       1.025891241784e-10       3.988264107002e-12      -2.073844342574e-12       1.154145999152e-14       2.168119018792e-15       3.485619264203e-16      -9.705769904811e-17 
 1277       1.022960925742e-10       3.999307028275e-12      -2.164434545392e-12       1.153104671215e-14       2.161334669605e-15       3.515911902656e-16      -9.732414849011e-17 
 1278       1.020109829884e-10       4.009894460043e-12      -2.255612132044e-12       1.152069341524e-14       2.154576284418e-15       3.546347327578e-16      -9.757698132155e-17 
 1279       1.017338442540e-10       4.020020776274e-12      -2.347333527615e-12       1.151040216157e-14       2.147843728294e-15       3.576945911914e-16      -9.781585147996e-17 
 1280       1.014647253169e-10       4.029680326106e-12      -2.439554875770e-12       1.150017502246e-14       2.141136864467e-15       3.607728154131e-16      -9.804041104609e-17 
 1281       1.012036752358e-10       4.038867433805e-12      -2.532232038201e-12       1.149001407984e-14       2.134455554342e-15       3.638714678463e-16      -9.825031024043e-17 
 1282       1.009507431826e-10       4.047576398725e-12      -2.625320594071e-12       1.147992142623e-14       2.127799657492e-15       3.669926235154e-16      -9.844519741984e-17 
 1283       1.007059784422e-10       4.055801495262e-12      -2.718775839462e-12       1.146989916479e-14       2.121169031647e-15       3.701383700701e-16      -9.862471907409e-17 
 1284       1.004694304129e-10       4.063536972819e-12      -2.812552786818e-12       1.145994940932e-14       2.114563532698e-15       3.733108078104e-16      -9.878851982246e-17 
 1285       1.002411486061e-10       4.070777055756e-12      -2.906606164394e-12       1.145007428428e-14       2.107983014687e-15       3.765120497102e-16      -9.893624241030e-17 
 1286       1.000211826468e-10       4.077515943355e-12      -3.000890415700e-12       1.144027592481e-14       2.101427329803e-15       3.797442214423e-16      -9.906752770559e-17 
 1287       9.980958227326e-11       4.083747809778e-12      -3.095359698947e-12       1.143055647677e-14       2.094896328382e-15       3.830094614029e-16      -9.918201469556e-17 
 1288       9.960639733757e-11       4.089466804019e-12      -3.189967886494e-12       1.142091809670e-14       2.088389858896e-15       3.863099207356e-16      -9.927934048322e-17 
 1289       9.941167780530e-11       4.094667049870e-12      -3.284668564292e-12       1.141136295193e-14       2.081907767956e-15       3.896477633561e-16      -9.935914028398e-17 
 1290       9.922547375585e-11       4.099342645875e-12      -3.379415031332e-12       1.140189322051e-14       2.075449900300e-15       3.930251659765e-16      -9.942104742217e-17 
 1291       9.904781479386e-11       4.103489075037e-12      -3.474162729605e-12       1.139251076767e-14       2.069016113328e-15       3.964433652935e-16      -9.946482084200e-17 
 1292       9.887864802841e-11       4.107107451488e-12      -3.568876565226e-12       1.138321617110e-14       2.062606320872e-15       3.998997876941e-16      -9.949072922747e-17 
 1293       9.871789939167e-11       4.110200321830e-12      -3.663523669117e-12       1.137400968462e-14       2.056220449908e-15       4.033908870932e-16      -9.949917122567e-17 
 1294       9.856549416231e-11       4.112770259809e-12      -3.758070973635e-12       1.136489156087e-14       2.049858426069e-15       4.069130947769e-16      -9.949054833284e-17 
 1295       9.842135696419e-11       4.114819866370e-12      -3.852485212194e-12       1.135586205121e-14       2.043520173640e-15       4.104628193586e-16      -9.946526490009e-17 
 1296       9.828541176490e-11       4.116351769726e-12      -3.946732918884e-12       1.134692140578e-14       2.037205615554e-15       4.140364467347e-16      -9.942372813919e-17 
 1297       9.815758187438e-11       4.117368625410e-12      -4.040780428093e-12       1.133806987347e-14       2.030914673389e-15       4.176303400404e-16      -9.936634812829e-17 
 1298       9.803778994355e-11       4.117873116336e-12      -4.134593874126e-12       1.132930770192e-14       2.024647267366e-15       4.212408396060e-16      -9.929353781767e-17 
 1299       9.792595796290e-11       4.117867952863e-12      -4.228139190829e-12       1.132063513753e-14       2.018403316344e-15       4.248642629123e-16      -9.920571303553e-17 
 1300       9.782200726111e-11       4.117355872850e-12      -4.321382111205e-12       1.131205242540e-14       2.012182737817e-15       4.284969045467e-16      -9.910329249366e-17 
 1301       9.772585850362e-11       4.116339641719e-12      -4.414288167039e-12       1.130355980941e-14       2.005985447911e-15       4.321350361590e-16      -9.898669779326e-17 
 1302       9.763743169130e-11       4.114822052511e-12      -4.506822688518e-12       1.129515753215e-14       1.999811361383e-15       4.357749064175e-16      -9.885635343068e-17 
 1303       9.755664615899e-11       4.112805925950e-12      -4.598950803848e-12       1.128684583493e-14       1.993660391611e-15       4.394127409646e-16      -9.871268680313e-17 
 1304       9.748342057416e-11       4.110294110500e-12      -4.690637438879e-12       1.127862495781e-14       1.987532450600e-15       4.430447423727e-16      -9.855612821446e-17 
 1305       9.741767293548e-11       4.107289482426e-12      -4.781847316727e-12       1.127049513953e-14       1.981427448970e-15       4.466670901003e-16      -9.838711088091e-17 
 1306       9.735932057146e-11       4.103794945854e-12      -4.872544957388e-12       1.126245661757e-14       1.975345295959e-15       4.502759404476e-16      -9.820607093686e-17 
 1307       9.730828013902e-11       4.099813432827e-12      -4.962694677366e-12       1.125450962812e-14       1.969285899415e-15       4.538674265129e-16      -9.801344744054e-17 
 1308       9.726446762214e-11       4.095347903371e-12      -5.052260589288e-12       1.124665440605e-14       1.963249165797e-15       4.574376581475e-16      -9.780968237986e-17 
 1309       9.722779833042e-11       4.090401345551e-12      -5.141206601530e-12       1.123889118495e-14       1.957235000168e-15       4.609827219127e-16      -9.759522067806e-17 
 1310       9.719818689772e-11       4.084976775529e-12      -5.229496417833e-12       1.123122019710e-14       1.951243306194e-15       4.644986810349e-16      -9.737051019956e-17 
 1311       9.717554728078e-11       4.079077237629e-12      -5.317093536928e-12       1.122364167346e-14       1.945273986140e-15       4.679815753617e-16      -9.713600175561e-17 
 1312       9.715979275776e-11       4.072705804391e-12      -5.403961252152e-12       1.121615584370e-14       1.939326940865e-15       4.714274213180e-16      -9.689214911013e-17 
 1313       9.715083592693e-11       4.065865576636e-12      -5.490062651073e-12       1.120876293614e-14       1.933402069823e-15       4.748322118616e-16      -9.663940898540e-17 
 1314       9.714858870522e-11       4.058559683521e-12      -5.575360615110e-12       1.120146317780e-14       1.927499271054e-15       4.781919164392e-16      -9.637824106782e-17 
 1315       9.715296232686e-11       4.050791282603e-12      -5.659817819151e-12       1.119425679437e-14       1.921618441187e-15       4.815024809420e-16      -9.610910801370e-17 
 1316       9.716386734197e-11       4.042563559895e-12      -5.743396731176e-12       1.118714401018e-14       1.915759475431e-15       4.847598276623e-16      -9.583247545493e-17 
 1317       9.718121361515e-11       4.033879729929e-12      -5.826059611879e-12       1.118012504826e-14       1.909922267575e-15       4.879598552484e-16      -9.554881200481e-17 
 1318       9.720491032413e-11       4.024743035812e-12      -5.907768514285e-12       1.117320013028e-14       1.904106709982e-15       4.910984386615e-16      -9.525858926375e-17 
 1319       9.723486595835e-11       4.015156749290e-12      -5.988485283374e-12       1.116636947657e-14       1.898312693590e-15       4.941714291305e-16      -9.496228182505e-17 
 1320       9.727098831758e-11       4.005124170804e-12      -6.068171555701e-12       1.115963330609e-14       1.892540107905e-15       4.971746541090e-16      -9.466036728062e-17 
 1321       9.731318451049e-11       3.994648629554e-12      -6.146788759015e-12       1.115299183646e-14       1.886788840999e-15       5.001039172301e-16      -9.435332622674e-17 
 1322       9.736136095331e-11       3.983733483554e-12      -6.224298111882e-12       1.114644528395e-14       1.881058779505e-15       5.029549982632e-16      -9.404164226983e-17 
 1323       9.741542336841e-11       3.972382119693e-12      -6.300660623305e-12       1.113999386345e-14       1.875349808618e-15       5.057236530693e-16      -9.372580203216e-17 
 1324       9.747527678291e-11       3.960597953799e-12      -6.375837092344e-12       1.113363778848e-14       1.869661812086e-15       5.084056135570e-16      -9.340629515764e-17 
 1325       9.754082552727e-11       3.948384430693e-12      -6.449788107739e-12       1.112737727119e-14       1.863994672211e-15       5.109965876387e-16      -9.308361431755e-17 
 1326       9.761197323395e-11       3.935745024250e-12      -6.522474047526e-12       1.112121252236e-14       1.858348269846e-15       5.134922591857e-16      -9.275825521627e-17 
 1327       9.768862283593e-11       3.922683237463e-12      -6.593855078665e-12       1.111514375137e-14       1.852722484386e-15       5.158882879852e-16      -9.243071659707e-17 
 1328       9.777067656542e-11       3.909202602498e-12      -6.663891156652e-12       1.110917116622e-14       1.847117193771e-15       5.181803096951e-16      -9.210150024784e-17 
 1329       9.785803595237e-11       3.895306680755e-12      -6.732542025148e-12       1.110329497353e-14       1.841532274480e-15       5.203639358006e-16      -9.177111100683e-17 
 1330       9.795060182316e-11       3.880999062928e-12      -6.799767215595e-12       1.109751537850e-14       1.835967601529e-15       5.224347535697e-16      -9.144005676840e-17 
 1331       9.804826920347e-11       3.866284029418e-12      -6.865531166615e-12       1.109183234931e-14       1.830423059955e-15       5.243896250378e-16      -9.110871707245e-17 
 1332       9.815091196859e-11       3.851168539384e-12      -6.929818644513e-12       1.108624490729e-14       1.824898579420e-15       5.262305996646e-16      -9.077694728143e-17 
 1333       9.825839802174e-11       3.835660263659e-12      -6.992619491419e-12       1.108075182894e-14       1.819394099984e-15       5.279610445715e-16      -9.044447006645e-17 
 1334       9.837059437273e-11       3.819766926487e-12      -7.053923520849e-12       1.107535188081e-14       1.813909560643e-15       5.295843494565e-16      -9.011100642601e-17 
 1335       9.848736713616e-11       3.803496305627e-12      -7.113720517673e-12       1.107004381951e-14       1.808444899331e-15       5.311039266381e-16      -8.977627568285e-17 
 1336       9.860858152978e-11       3.786856232456e-12      -7.172000238081e-12       1.106482639164e-14       1.803000052911e-15       5.325232110986e-16      -8.943999548080e-17 
 1337       9.873410187265e-11       3.769854592073e-12      -7.228752409547e-12       1.105969833385e-14       1.797574957183e-15       5.338456605286e-16      -8.910188178163e-17 
 1338       9.886379158349e-11       3.752499323409e-12      -7.283966730803e-12       1.105465837273e-14       1.792169546868e-15       5.350747553702e-16      -8.876164886190e-17 
 1339       9.899751317886e-11       3.734798419321e-12      -7.337632871801e-12       1.104970522486e-14       1.786783755619e-15       5.362139988612e-16      -8.841900930983e-17 
 1340       9.913512827150e-11       3.716759926709e-12      -7.389740473684e-12       1.104483759674e-14       1.781417516006e-15       5.372669170788e-16      -8.807367402215e-17 
 1341       9.927649756854e-11       3.698391946609e-12      -7.440279148749e-12       1.104005418482e-14       1.776070759525e-15       5.382370589833e-16      -8.772535220094e-17 
 1342       9.942148086978e-11       3.679702634306e-12      -7.489238480418e-12       1.103535367542e-14       1.770743416585e-15       5.391279964619e-16      -8.737375135050e-17 
 1343       9.956993706595e-11       3.660700199432e-12      -7.536608023204e-12       1.103073474475e-14       1.765435416515e-15       5.399433243728e-16      -8.701857727420e-17 
 1344       9.972172413698e-11       3.641392906075e-12      -7.582377302678e-12       1.102619605889e-14       1.760146687553e-15       5.406866605887e-16      -8.665953407134e-17 
 1345       9.987669915025e-11       3.621789072883e-12      -7.626535815436e-12       1.102173627375e-14       1.754877156850e-15       5.413616460405e-16      -8.629632413398e-17 
 1346       1.000347182589e-10       3.601897073165e-12      -7.669073029068e-12       1.101735403505e-14       1.749626750462e-15       5.419719447615e-16      -8.592864814384e-17 
 1347       1.001956366999e-10       3.581725334999e-12      -7.709978382124e-12       1.101304797833e-14       1.744395393353e-15       5.425212439310e-16      -8.555620506908e-17 
 1348       1.003593087926e-10       3.561282341334e-12      -7.749241284079e-12       1.100881672888e-14       1.739183009389e-15       5.430132539181e-16      -8.517869216126e-17 
 1349       1.005255879369e-10       3.540576630097e-12      -7.786851115306e-12       1.100465890176e-14       1.733989521336e-15       5.434517083253e-16      -8.479580495209e-17 
 1350       1.006943266114e-10       3.519616794295e-12      -7.822797227038e-12       1.100057310177e-14       1.728814850856e-15       5.438403640329e-16      -8.440723725034e-17 
 1351       1.008653763716e-10       3.498411482120e-12      -7.857068941337e-12       1.099655792343e-14       1.723658918509e-15       5.441830012420e-16      -8.401268113870e-17 
 1352       1.010385878485e-10       3.476969397056e-12      -7.889655551064e-12       1.099261195094e-14       1.718521643746e-15       5.444834235190e-16      -8.361182697060e-17 
 1353       1.012138107465e-10       3.455299297980e-12      -7.920546319840e-12       1.098873375817e-14       1.713402944907e-15       5.447454578390e-16      -8.320436336709e-17 
 1354       1.013908938418e-10       3.433409999266e-12      -7.949730482022e-12       1.098492190867e-14       1.708302739223e-15       5.449729546298e-16      -8.278997721368e-17 
 1355       1.015696849810e-10       3.411310370895e-12      -7.977197242660e-12       1.098117495561e-14       1.703220942806e-15       5.451697878157e-16      -8.236835365721e-17 
 1356       1.017500310785e-10       3.389009338552e-12      -8.002935777473e-12       1.097749144177e-14       1.698157470653e-15       5.453398548610e-16      -8.193917610270e-17 
 1357       1.019317781158e-10       3.366515883736e-12      -8.026935232813e-12       1.097386989951e-14       1.693112236640e-15       5.454870768143e-16      -8.150212621017e-17 
 1358       1.021147711389e-10       3.343839043862e-12      -8.049184725630e-12       1.097030885080e-14       1.688085153520e-15       5.456153983520e-16      -8.105688389157e-17 
 1359       1.022988542572e-10       3.320987912367e-12      -8.069673343445e-12       1.096680680712e-14       1.683076132921e-15       5.457287878219e-16      -8.060312730754e-17 
 1360       1.024838706413e-10       3.297971638813e-12      -8.088390144311e-12       1.096336226950e-14       1.678085085346e-15       5.458312372876e-16      -8.014053286435e-17 
 1361       1.026696625216e-10       3.274799428989e-12      -8.105324156783e-12       1.095997372849e-14       1.673111920163e-15       5.459267625718e-16      -7.966877521069e-17 
 1362       1.028560711862e-10       3.251480545023e-12      -8.120464379888e-12       1.095663966411e-14       1.668156545611e-15       5.460194033002e-16      -7.918752723458e-17 
 1363       1.030429369795e-10       3.228024305478e-12      -8.133799783088e-12       1.095335854587e-14       1.663218868791e-15       5.461132229456e-16      -7.869646006016e-17 
 1364       1.032300993004e-10       3.204440085462e-12      -8.145319306248e-12       1.095012883270e-14       1.658298795669e-15       5.462123088712e-16      -7.819524304461e-17 
 1365       1.034173966005e-10       3.180737316730e-12      -8.155011859605e-12       1.094694897298e-14       1.653396231069e-15       5.463207723749e-16      -7.768354377497e-17 
 1366       1.036046663821e-10       3.156925487789e-12      -8.162866323737e-12       1.094381740450e-14       1.648511078673e-15       5.464427487328e-16      -7.716102806497e-17 
 1367       1.037917451971e-10       3.133014144003e-12      -8.168871549523e-12       1.094073255443e-14       1.643643241015e-15       5.465823972429e-16      -7.662735995196e-17 
 1368       1.039784686447e-10       3.109012887696e-12      -8.173016358120e-12       1.093769283930e-14       1.638792619484e-15       5.467439012695e-16      -7.608220169366e-17 
 1369       1.041646713697e-10       3.084931378258e-12      -8.175289540923e-12       1.093469666500e-14       1.633959114318e-15       5.469314682863e-16      -7.552521376513e-17 
 1370       1.043501870611e-10       3.060779332249e-12      -8.175679859533e-12       1.093174242674e-14       1.629142624601e-15       5.471493299206e-16      -7.495605485553e-17 
 1371       1.045348592662e-10       3.036566148406e-12      -8.174180486727e-12       1.092882848939e-14       1.624343057378e-15       5.474005458164e-16      -7.437449759040e-17 
 1372       1.047185739628e-10       3.012299778075e-12      -8.170802381240e-12       1.092595312836e-14       1.619560355108e-15       5.476834011774e-16      -7.378077705528e-17 
 1373       1.049012273312e-10       2.987987842941e-12      -8.165561055565e-12       1.092311458806e-14       1.614794468496e-15       5.479949708878e-16      -7.317524598311e-17 
 1374       1.050827149680e-10       2.963638009110e-12      -8.158472148157e-12       1.092031110143e-14       1.610045347407e-15       5.483323121743e-16      -7.255825937040e-17 
 1375       1.052629318858e-10       2.939257987190e-12      -8.149551423674e-12       1.091754088996e-14       1.605312940859e-15       5.486924645736e-16      -7.193017448142e-17 
 1376       1.054417725116e-10       2.914855532370e-12      -8.138814773235e-12       1.091480216366e-14       1.600597197022e-15       5.490724498998e-16      -7.129135085246e-17 
 1377       1.056191306861e-10       2.890438444505e-12      -8.126278214667e-12       1.091209312101e-14       1.595898063220e-15       5.494692722121e-16      -7.064215029608e-17 
 1378       1.057948996625e-10       2.866014568192e-12      -8.111957892757e-12       1.090941194898e-14       1.591215485923e-15       5.498799177820e-16      -6.998293690533e-17 
 1379       1.059689721052e-10       2.841591792851e-12      -8.095870079499e-12       1.090675682295e-14       1.586549410749e-15       5.503013550610e-16      -6.931407705797e-17 
 1380       1.061412400895e-10       2.817178052808e-12      -8.078031174352e-12       1.090412590677e-14       1.581899782463e-15       5.507305346482e-16      -6.863593942074e-17 
 1381       1.063115950996e-10       2.792781327374e-12      -8.058457704484e-12       1.090151735264e-14       1.577266544970e-15       5.511643892575e-16      -6.794889495359e-17 
 1382       1.064799280283e-10       2.768409640925e-12      -8.037166325023e-12       1.089892930119e-14       1.572649641319e-15       5.515998336850e-16      -6.725331691389e-17 
 1383       1.066461291755e-10       2.744071062984e-12      -8.014173819313e-12       1.089635988138e-14       1.568049013696e-15       5.520337647772e-16      -6.654958086071e-17 
 1384       1.068100882475e-10       2.719773708300e-12      -7.989497099158e-12       1.089380721051e-14       1.563464603425e-15       5.524630613976e-16      -6.583806465902e-17 
 1385       1.069716943556e-10       2.695525736928e-12      -7.963153205078e-12       1.089126939420e-14       1.558896350967e-15       5.528845843949e-16      -6.511914848394e-17 
 1386       1.071308360153e-10       2.671335354314e-12      -7.935159306556e-12       1.088874452635e-14       1.554344195914e-15       5.532951765701e-16      -6.439321482499e-17 
 1387       1.072874011452e-10       2.647210811368e-12      -7.905532702288e-12       1.088623068916e-14       1.549808076991e-15       5.536916626439e-16      -6.366064849031e-17 
 1388       1.074412770660e-10       2.623160404552e-12      -7.874290820439e-12       1.088372595305e-14       1.545287932051e-15       5.540708492247e-16      -6.292183661089e-17 
 1389       1.075923504992e-10       2.599192475955e-12      -7.841451218888e-12       1.088122837669e-14       1.540783698077e-15       5.544295247757e-16      -6.217716864485e-17 
 1390       1.077405075664e-10       2.575315413377e-12      -7.807031585480e-12       1.087873600693e-14       1.536295311175e-15       5.547644595823e-16      -6.142703638161e-17 
 1391       1.078856337880e-10       2.551537650407e-12      -7.771049738278e-12       1.087624687883e-14       1.531822706576e-15       5.550724057201e-16      -6.067183394620e-17 
 1392       1.080276140822e-10       2.527867666507e-12      -7.733523625814e-12       1.087375901561e-14       1.527365818633e-15       5.553500970216e-16      -5.991195780343e-17 
 1393       1.081663327641e-10       2.504313987087e-12      -7.694471327336e-12       1.087127042860e-14       1.522924580817e-15       5.555942490447e-16      -5.914780676217e-17 
 1394       1.083016735445e-10       2.480885183591e-12      -7.653911053063e-12       1.086877911730e-14       1.518498925719e-15       5.558015590392e-16      -5.837978197959e-17 
 1395       1.084335195290e-10       2.457589873574e-12      -7.611861144432e-12       1.086628306925e-14       1.514088785044e-15       5.559687059150e-16      -5.760828696535e-17 
 1396       1.085617532166e-10       2.434436720786e-12      -7.568340074352e-12       1.086378026012e-14       1.509694089611e-15       5.560923502093e-16      -5.683372758591e-17 
 1397       1.086862564991e-10       2.411434435246e-12      -7.523366447451e-12       1.086126865359e-14       1.505314769354e-15       5.561691340540e-16      -5.605651206868e-17 
 1398       1.088069106598e-10       2.388591773331e-12      -7.476959000330e-12       1.085874620141e-14       1.500950753312e-15       5.561956811436e-16      -5.527705100635e-17 
 1399       1.089235963726e-10       2.365917537851e-12      -7.429136601811e-12       1.085621084329e-14       1.496601969636e-15       5.561685967020e-16      -5.449575736104e-17 
 1400       1.090361937006e-10       2.343420578129e-12      -7.379918253189e-12       1.085366050699e-14       1.492268345581e-15       5.560844674508e-16      -5.371304646860e-17 
 1401       1.091445820955e-10       2.321109790084e-12      -7.329323088483e-12       1.085109310818e-14       1.487949807506e-15       5.559398615764e-16      -5.292933604283e-17 
 1402       1.092486403965e-10       2.298994116314e-12      -7.277370374683e-12       1.084850655052e-14       1.483646280874e-15       5.557313286971e-16      -5.214504617969e-17 
 1403       1.093482468288e-10       2.277082546169e-12      -7.224079512006e-12       1.084589872555e-14       1.479357690247e-15       5.554553998314e-16      -5.136059936158e-17 
 1404       1.094432790030e-10       2.255384115837e-12      -7.169470034145e-12       1.084326751275e-14       1.475083959284e-15       5.551085873650e-16      -5.057642046153e-17 
 1405       1.095336139141e-10       2.233907908425e-12      -7.113561608515e-12       1.084061077946e-14       1.470825010744e-15       5.546873850182e-16      -4.979293674749e-17 
 1406       1.096191279399e-10       2.212663054037e-12      -7.056374036511e-12       1.083792638088e-14       1.466580766475e-15       5.541882678139e-16      -4.901057788653e-17 
 1407       1.096996968407e-10       2.191658729853e-12      -6.997927253752e-12       1.083521216004e-14       1.462351147423e-15       5.536076920444e-16      -4.822977594908e-17 
 1408       1.097751957575e-10       2.170904160216e-12      -6.938241330335e-12       1.083246594780e-14       1.458136073621e-15       5.529420952395e-16      -4.745096541319e-17 
 1409       1.098454992118e-10       2.150408616706e-12      -6.877336471087e-12       1.082968556279e-14       1.453935464190e-15       5.521878961337e-16      -4.667458316872e-17 
 1410       1.099104811036e-10       2.130181418222e-12      -6.815233015812e-12       1.082686881144e-14       1.449749237340e-15       5.513414946337e-16      -4.590106852165e-17 
 1411       1.099700326430e-10       2.110230877007e-12      -6.751952747964e-12       1.082401366743e-14       1.445577317621e-15       5.504002953177e-16      -4.513076840350e-17 
 1412       1.100241163481e-10       2.090561124599e-12      -6.687522835003e-12       1.082111881231e-14       1.441419657771e-15       5.493657896038e-16      -4.436365191639e-17 
